DonorId,FiscalYear,PaidAmt,PledgeAmt,PledgePaidDate,PooledFundId
172,2017,250000,0,09-2017,109
183,2017,73679650,0,09-2017,109
40,2017,500000,0,10-2017,109
44,2017,112500,0,10-2017,109
80,2017,100000,0,10-2017,109
61,2017,106220,0,11-2016,109
9,2017,16711,0,11-2017,109
94,2017,50000,0,11-2017,109
134,2017,50000,0,11-2017,109
189,2017,13192,0,11-2017,109
21,2017,625860,0,12-2016,109
50,2017,38170,0,12-2016,109
86,2017,13442000,0,12-2016,109
136,2017,51990,0,12-2016,109
157,2017,1000,0,12-2016,109
5,2017,250000,0,12-2017,109
12,2017,5000,0,12-2017,109
31,2017,20000,0,12-2017,109
49,2017,11662,0,12-2017,109
67,2017,17625000,0,12-2017,109
129,2017,8839381,0,12-2017,109
162,2017,5904063,0,12-2017,109
163,2017,1014095,0,12-2017,109
188,2017,10000,0,12-2017,109
5,2018,250000,0,01-2018,109
122,2018,10000,0,01-2018,109
191,2018,100000,0,01-2018,109
52,2018,5031484,0,01-2019,109
148,2018,150000,0,01-2019,109
13,2018,8643721,0,02-2018,109
80,2018,495785,0,02-2018,109
109,2018,5874592,0,02-2018,109
125,2018,2194500,0,02-2018,109
162,2018,85127752,0,02-2018,109
18,2018,10000,0,03-2018,109
86,2018,4888400,0,03-2018,109
107,2018,213538,0,03-2018,109
134,2018,50000,0,03-2018,109
144,2018,1500000,0,03-2018,109
181,2018,1500000,0,03-2018,109
24,2018,1500,0,04-2018,109
52,2018,16421170,0,04-2018,109
63,2018,8626800,0,04-2018,109
98,2018,4000000,0,04-2018,109
117,2018,123080,0,04-2018,109
163,2018,5157297,0,04-2018,109
22,2018,14717500,0,05-2018,109
35,2018,22762465,0,05-2018,109
91,2018,1360714,0,05-2018,109
94,2018,50000,0,05-2018,109
124,2018,65472000,0,05-2018,109
139,2018,25334,0,05-2018,109
39,2018,30000,0,06-2018,109
73,2018,2179,0,06-2018,109
88,2018,2949000,0,06-2018,109
158,2018,2340000,0,06-2018,109
166,2018,20000,0,06-2018,109
40,2018,500000,0,07-2018,109
152,2018,50000,0,07-2018,109
172,2018,200000,0,07-2018,109
9,2018,17735,0,08-2018,109
183,2018,49519662,0,08-2018,109
31,2018,20000,0,09-2018,109
36,2018,282800,0,09-2018,109
67,2018,58340000,0,09-2018,109
129,2018,51182061,0,09-2018,109
139,2018,16189,0,09-2018,109
33,2018,10000,0,10-2018,109
141,2018,1000000,0,10-2018,109
183,2018,21804090,0,10-2018,109
61,2018,117840,0,11-2017,109
67,2018,45560000,0,11-2018,109
158,2018,1126100,0,11-2018,109
172,2018,200000,0,11-2018,109
8,2018,10000,0,12-2017,109
15,2018,20000,0,12-2017,109
21,2018,707040,0,12-2017,109
50,2018,175173,0,12-2017,109
86,2018,4683200,0,12-2017,109
100,2018,1000000,0,12-2017,109
136,2018,118250,0,12-2017,109
159,2018,5000,0,12-2017,109
12,2018,5000,0,12-2018,109
67,2018,5660500,0,12-2018,109
82,2018,220000,0,12-2018,109
85,2018,10000,0,12-2018,109
86,2018,4493200,0,12-2018,109
108,2018,22900,0,12-2018,109
118,2018,10000,0,12-2018,109
129,2018,4101482,0,12-2018,109
154,2018,34365,0,12-2018,109
163,2018,1006846,0,12-2018,109
183,2018,42999800,0,12-2018,109
13,2019,7841875,0,01-2019,109
21,2019,684180,0,01-2019,109
100,2019,1000000,0,02-2019,109
102,2019,118234,0,02-2019,109
107,2019,198866,0,02-2019,109
117,2019,113390,0,02-2019,109
122,2019,9284,0,02-2019,109
129,2019,48704122,0,02-2019,109
162,2019,59700210,0,02-2019,109
52,2019,2916897,0,02-2020,109
73,2019,2158,0,03-2019,109
86,2019,6757200,0,03-2019,109
130,2019,50000,0,03-2019,109
36,2019,324307,0,04-2019,109
52,2019,22516099,0,04-2019,109
63,2019,9038400,0,04-2019,109
98,2019,5000000,0,04-2019,109
125,2019,2014500,0,04-2019,109
139,2019,31660,0,04-2019,109
144,2019,1500000,0,04-2019,109
181,2019,1500000,0,04-2019,109
35,2019,21652466,0,05-2019,109
67,2019,55800000,0,05-2019,109
80,2019,410576,0,05-2019,109
82,2019,220000,0,05-2019,109
94,2019,10000,0,05-2019,109
163,2019,4943642,0,05-2019,109
171,2019,5000,0,05-2019,109
181,2019,3500000,0,05-2019,109
22,2019,19259300,0,06-2019,109
133,2019,2942,0,06-2019,109
139,2019,34541,0,06-2019,109
152,2019,50000,0,06-2019,109
122,2019,715,0,06-2020,109
88,2019,3962000,0,07-2019,109
131,2019,10000,0,07-2019,109
9,2019,16942,0,08-2019,109
124,2019,61055500,0,08-2019,109
162,2019,7243602,0,08-2019,109
166,2019,20000,0,08-2019,109
67,2019,38629500,0,09-2019,109
84,2019,23873,0,09-2019,109
91,2019,680357,0,09-2019,109
134,2019,2500,0,09-2019,109
138,2019,237,0,09-2019,109
139,2019,228112,0,09-2019,109
141,2019,1000000,0,09-2019,109
158,2019,3318584,0,09-2019,109
20,2019,109554,0,10-2019,109
39,2019,30000,0,10-2019,109
109,2019,5561500,0,10-2019,109
148,2019,150000,0,10-2019,109
40,2019,500000,0,11-2019,109
67,2019,10992000,0,11-2019,109
172,2019,200000,0,11-2019,109
24,2019,1500,0,12-2018,109
50,2019,221150,0,12-2018,109
61,2019,113380,0,12-2018,109
86,2019,4522000,0,12-2018,109
116,2019,3000,0,12-2018,109
118,2019,10000,0,12-2018,109
136,2019,170220,0,12-2018,109
159,2019,10000,0,12-2018,109
162,2019,15358352,0,12-2018,109
12,2019,5000,0,12-2019,109
15,2019,20000,0,12-2019,109
18,2019,20000,0,12-2019,109
44,2019,90000,0,12-2019,109
129,2019,4366114,0,12-2019,109
139,2019,44078,0,12-2019,109
163,2019,2001601,0,12-2019,109
172,2019,200000,0,12-2019,109
183,2019,394568100,0,12-2019,109
188,2019,10000,0,12-2019,109
13,2020,7518476,0,01-2020,109
21,2020,668040,0,01-2020,109
24,2020,1500,0,01-2020,109
80,2020,409098,0,01-2020,109
129,2020,45835996,0,01-2020,109
173,2020,100000,0,01-2020,109
100,2020,1000000,0,02-2020,109
133,2020,2935,0,02-2020,109
144,2020,1500000,0,02-2020,109
162,2020,64791218,0,02-2020,109
20,2020,110367,0,03-2020,109
117,2020,111890,0,03-2020,109
124,2020,59120713,0,03-2020,109
156,2020,85304,0,03-2020,109
16,2020,10000,0,04-2020,109
20,2020,110367,0,04-2020,109
34,2020,20000,0,04-2020,109
63,2020,8775200,0,04-2020,109
67,2020,54175000,0,04-2020,109
86,2020,10680978,0,04-2020,109
98,2020,5823817,0,04-2020,109
107,2020,207792,0,04-2020,109
109,2020,5400000,0,04-2020,109
135,2020,239693,0,04-2020,109
166,2020,20000,0,04-2020,109
124,2020,16246500,0,05-2020,109
125,2020,1815600,0,05-2020,109
163,2020,13448217,0,05-2020,109
22,2020,5605500,0,06-2020,109
40,2020,500000,0,06-2020,109
52,2020,25544319,0,06-2020,109
64,2020,1137656,0,06-2020,109
84,2020,10000,0,06-2020,109
91,2020,263636,0,06-2020,109
122,2020,10000,0,06-2020,109
125,2020,2241400,0,06-2020,109
18,2020,12000,0,07-2020,109
21,2020,676440,0,07-2020,109
22,2020,19374900,0,07-2020,109
35,2020,21904336,0,07-2020,109
36,2020,324859,0,07-2020,109
125,2020,2248750,0,07-2020,109
134,2020,50000,0,07-2020,109
139,2020,37259,0,07-2020,109
163,2020,10787486,0,07-2020,109
67,2020,58858000,0,08-2020,109
124,2020,10612800,0,08-2020,109
131,2020,10000,0,08-2020,109
141,2020,1000000,0,08-2020,109
162,2020,11509975,0,08-2020,109
181,2020,5000000,0,08-2020,109
183,2020,12982000,0,08-2020,109
9,2020,16806,0,09-2020,109
152,2020,50000,0,09-2020,109
119,2020,3324,0,10-2019,109
118,2020,10000,0,10-2020,109
61,2020,110720,0,11-2019,109
18,2020,8000,0,11-2020,109
88,2020,5895000,0,11-2020,109
139,2020,49394,0,11-2020,109
172,2020,250000,0,11-2020,109
49,2020,16650,0,12-2019,109
136,2020,193462,0,12-2019,109
159,2020,10000,0,12-2019,109
12,2020,5000,0,12-2020,109
80,2020,313577,0,12-2020,109
120,2020,50000,0,12-2020,109
124,2020,9803200,0,12-2020,109
125,2020,1753750,0,12-2020,109
129,2020,6569617,0,12-2020,109
155,2020,36954,0,12-2020,109
158,2020,3584229,0,12-2020,109
162,2020,4479183,0,12-2020,109
172,2020,200000,0,12-2020,109
183,2020,75616800,0,12-2020,109
136,2021,148150,0,09-2020,109
119,2021,3588,0,11-2020,109
61,2021,181995,0,12-2020,109
159,2021,5000,0,12-2020,109
61,2022,181995,0,12-2020,109
